Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average
05/27/2021,21,US,"1,308,976","303,681,413","1,350,927","612,532","171,339,325","652,060",Admin,"1,308,976","1,350,928","765,229","140,190,060","764,313"
05/26/2021,21,LTC,"2,670","7,854,684","1,708","1,699","4,631,580","1,005",Admin,"2,670","1,708","1,773","3,171,577","1,020"
05/26/2021,21,US,"1,393,611","302,372,437","1,443,970","656,604","170,726,793","694,907",Admin,"1,393,611","1,443,970","806,942","139,424,831","816,954"
05/26/2021,21,US,"1,423,432","289,212,304","1,703,162","696,649","165,074,907","842,849",Report,"1,423,432","1,703,162","771,481","131,850,089","913,809"
05/26/2021,21,LTC,"2,215","7,838,278","1,153","1,417","4,896,653","1,126",Report,"2,215","1,153",0,0,0
05/25/2021,21,LTC,"-4,105","7,836,063","1,140",458,"4,895,236","1,126",Report,"-4,105","1,140",0,0,0
05/25/2021,21,US,"1,399,893","300,978,826","1,535,908","663,515","170,070,189","741,101",Admin,"1,399,893","1,535,908","811,431","138,617,889","864,981"
05/25/2021,21,LTC,"2,183","7,852,014","1,802","1,293","4,629,881","1,021",Admin,"2,183","1,802","1,429","3,169,804","1,061"
05/25/2021,21,US,"897,972","287,788,872","1,750,524","470,431","164,378,258","858,978",Report,"897,972","1,750,524","462,811","131,078,608","946,130"
05/24/2021,21,LTC,"1,446","7,849,831","1,936",726,"4,628,588","1,091",Admin,"1,446","1,937",782,"3,168,375","1,107"
05/24/2021,21,LTC,963,"7,840,168","1,763",634,"4,894,778","1,095",Report,963,"1,763",0,0,0
05/24/2021,21,US,"1,170,314","286,890,900","1,782,714","598,413","163,907,827","868,660",Report,"1,170,314","1,782,714","601,622","130,615,797","969,653"
05/24/2021,21,US,"1,285,595","299,578,933","1,625,207","631,152","169,406,674","787,593",Admin,"1,285,595","1,625,208","726,060","137,806,458","909,803"
05/23/2021,21,US,"1,779,363","285,720,586","1,827,882","838,620","163,309,414","882,454",Report,"1,779,363","1,827,882","1,007,712","130,014,175","1,002,064"
05/23/2021,21,US,"644,094","298,293,338","1,695,088","338,136","168,775,522","823,342",Admin,"644,094","1,695,089","335,837","137,080,398","945,175"
05/23/2021,21,LTC,84,"7,848,385","1,973",43,"4,627,862","1,112",Admin,84,"1,973",42,"3,167,593","1,129"
05/23/2021,21,LTC,"1,797","7,839,205","1,861","1,067","4,894,144","1,120",Report,"1,797","1,861",0,0,0
05/22/2021,20,LTC,170,"7,848,301","2,011",54,"4,627,819","1,153",Admin,170,"2,011",117,"3,167,551","1,126"
05/22/2021,20,LTC,"2,695","7,837,408","1,871","1,716","4,893,077","1,101",Report,"2,695","1,871",0,0,0
05/22/2021,20,US,"2,345,872","283,941,223","1,872,697","1,192,458","162,470,794","893,347",Report,"2,345,872","1,872,697","1,228,213","129,006,463","1,034,027"
05/22/2021,20,US,"1,416,781","297,649,244","1,733,438","730,861","168,437,386","843,051",Admin,"1,416,781","1,733,438","743,403","136,744,561","964,331"
05/21/2021,20,US,"2,007,544","296,232,463","1,788,839","931,620","167,706,525","868,696",Admin,"2,007,544","1,788,840","1,161,290","136,001,158","994,682"
05/21/2021,20,US,"2,198,101","281,595,351","1,879,526","1,100,516","161,278,336","860,926",Report,"2,198,101","1,879,526","1,173,084","127,778,250","1,074,230"
05/21/2021,20,LTC,"1,975","7,848,131","2,008","1,236","4,627,765","1,160",Admin,"1,975","2,008",922,"3,167,434","1,116"
05/21/2021,20,LTC,"2,970","7,834,713","1,885","1,717","4,891,361","1,035",Report,"2,970","1,885",0,0,0
05/20/2021,20,LTC,"3,429","7,846,156","2,017","1,981","4,626,529","1,179",Admin,"3,429","2,017","2,077","3,166,512","1,098"
05/20/2021,20,US,"1,960,272","294,224,919","1,844,947","912,458","166,774,905","891,920",Admin,"1,960,272","1,844,947","1,133,720","134,839,868","1,027,417"
05/20/2021,20,LTC,"1,538","7,831,743","1,975",876,"4,889,644","1,032",Report,"1,538","1,975",0,0,0
05/20/2021,20,US,"2,107,077","279,397,250","1,828,681","1,002,857","160,177,820","793,370",Report,"2,107,077","1,828,681","1,151,743","126,605,166","1,088,265"
05/19/2021,20,US,"1,754,966","277,290,173","1,801,333","809,552","159,174,963","741,236",Report,"1,754,966","1,801,333","997,730","125,453,423","1,115,140"
05/19/2021,20,LTC,"3,328","7,842,727","1,926","1,817","4,624,548","1,145",Admin,"3,328","1,927","2,060","3,164,435","1,004"
05/19/2021,20,US,"2,037,178","292,264,647","1,883,425","979,962","165,862,447","895,387",Admin,"2,037,178","1,883,425","1,143,128","133,706,148","1,059,440"
05/19/2021,20,LTC,"2,121","7,830,205","2,054","1,413","4,888,768","1,125",Report,"2,121","2,054",0,0,0
05/18/2021,20,LTC,"3,124","7,839,399","1,746","1,778","4,622,731","1,075",Admin,"3,124","1,746","1,754","3,162,375",842
05/18/2021,20,US,"2,024,991","290,227,469","1,874,089","988,964","164,882,485","849,189",Admin,"2,024,991","1,874,089","1,125,184","132,563,020","1,094,854"
05/18/2021,20,LTC,260,"7,828,084","1,865",243,"4,887,355","1,005",Report,260,"1,865",0,0,0
05/18/2021,20,US,"1,123,306","275,535,207","1,771,807","538,203","158,365,411","702,442",Report,"1,123,306","1,771,807","627,469","124,455,693","1,125,619"
05/17/2021,20,US,"1,774,760","288,202,478","1,870,310","881,390","163,893,521","803,365",Admin,"1,774,760","1,870,310","973,665","131,437,836","1,134,315"
05/17/2021,20,LTC,"1,702","7,836,275","1,768",872,"4,620,953","1,104",Admin,"1,702","1,769",937,"3,160,621",810
05/17/2021,20,US,"1,486,490","274,411,901","1,830,360","694,974","157,827,208","715,329",Report,"1,486,490","1,830,360","828,503","123,828,224","1,185,349"
05/17/2021,20,LTC,"1,643","7,827,824","1,917",809,"4,887,112","1,009",Report,"1,643","1,917",0,0,0
05/16/2021,20,LTC,"1,870","7,826,181","1,793",932,"4,886,303",954,Report,"1,870","1,793",0,0,0
05/16/2021,20,US,"2,093,069","272,925,411","1,886,917","914,867","157,132,234","716,471",Report,"2,093,069","1,886,917","1,231,453","122,999,721","1,248,782"
05/16/2021,20,US,"912,541","286,427,718","1,839,297","476,104","163,012,131","747,112",Admin,"912,541","1,839,297","469,933","130,464,171","1,157,128"
05/16/2021,20,LTC,350,"7,834,573","1,753",333,"4,620,081","1,104",Admin,350,"1,753",19,"3,159,684",798
05/15/2021,19,US,"1,804,593","285,515,177","1,795,151","910,375","162,536,027","708,619",Admin,"1,804,593","1,795,152","955,859","129,994,238","1,150,858"
05/15/2021,19,LTC,151,"7,834,223","1,707",104,"4,619,748","1,058",Admin,151,"1,707",48,"3,159,665",798
05/15/2021,19,LTC,"2,792","7,824,311","1,796","1,255","4,885,371","1,022",Report,"2,792","1,796",0,0,0
05/15/2021,19,US,"2,393,676","270,832,342","1,926,448","965,515","156,217,367","700,266",Report,"2,393,676","1,926,448","1,509,631","121,768,268","1,305,928"
05/14/2021,19,US,"2,400,297","283,710,584","1,753,003","1,094,189","161,625,652","651,669",Admin,"2,400,297","1,753,003","1,390,435","129,038,379","1,165,273"
05/14/2021,19,LTC,"2,037","7,834,072","1,695","1,365","4,619,644","1,047",Admin,"2,037","1,695",796,"3,159,617",796
05/14/2021,19,LTC,"3,601","7,821,519","1,868","1,699","4,884,116","1,099",Report,"3,601","1,868",0,0,0
05/14/2021,19,US,"1,842,180","268,438,666","1,951,333","627,621","155,251,852","690,756",Report,"1,842,180","1,951,333","1,271,329","120,258,637","1,340,531"
05/13/2021,19,LTC,"2,089","7,817,918","1,752","1,527","4,882,417","1,102",Report,"2,089","1,752",0,0,0
05/13/2021,19,LTC,"2,795","7,832,035","1,738","1,747","4,618,279","1,059",Admin,"2,795","1,738","1,420","3,158,821",845
05/13/2021,19,US,"1,915,642","266,596,486","2,088,962","637,919","154,624,231","737,424",Report,"1,915,642","2,088,962","1,339,869","118,987,308","1,437,240"
05/13/2021,19,US,"2,229,615","281,310,287","1,759,891","936,724","160,531,463","609,514",Admin,"2,229,615","1,759,891","1,357,878","127,647,944","1,214,115"
05/12/2021,19,US,"1,548,283","264,680,844","2,159,146","537,996","153,986,312","774,774",Report,"1,548,283","2,159,146","1,071,080","117,647,439","1,471,558"
05/12/2021,19,LTC,"2,063","7,829,240","1,807","1,325","4,616,532","1,155",Admin,"2,063","1,808",921,"3,157,401",795
05/12/2021,19,US,"1,971,827","279,080,672","1,794,216","656,580","159,594,739","587,796",Admin,"1,971,827","1,794,217","1,391,024","126,290,066","1,271,695"
05/12/2021,19,LTC,801,"7,815,829","1,687",572,"4,880,890","1,072",Report,801,"1,687",0,0,0
05/11/2021,19,LTC,"3,283","7,827,177","1,868","1,982","4,615,207","1,192",Admin,"3,283","1,868","1,532","3,156,480",809
05/11/2021,19,LTC,620,"7,815,028","1,763",272,"4,880,318","1,128",Report,620,"1,763",0,0,0
05/11/2021,19,US,"1,533,180","263,132,561","2,194,787","628,412","153,448,316","793,378",Report,"1,533,180","2,194,787","1,045,579","116,576,359","1,486,824"
05/11/2021,19,US,"1,998,538","277,108,845","1,868,333","668,196","158,938,159","611,186",Admin,"1,998,538","1,868,333","1,401,412","124,899,042","1,323,536"
05/10/2021,19,LTC,775,"7,814,408","1,699",421,"4,880,046","1,106",Report,775,"1,699",0,0,0
05/10/2021,19,US,"1,882,392","261,599,381","2,117,025","702,968","152,819,904","757,453",Report,"1,882,392","2,117,025","1,272,536","115,530,780","1,429,608"
05/10/2021,19,LTC,"1,592","7,823,894","1,706",872,"4,613,225","1,128",Admin,"1,592","1,706",851,"3,154,948",702
05/10/2021,19,US,"1,557,668","275,110,307","1,935,327","487,615","158,269,963","634,100",Admin,"1,557,668","1,935,327","1,133,357","123,497,630","1,369,545"
05/09/2021,19,LTC,"1,892","7,813,633","1,711","1,405","4,879,625","1,134",Report,"1,892","1,711",0,0,0
05/09/2021,19,US,"2,369,784","259,716,989","2,017,931","801,431","152,116,936","724,275",Report,"2,369,784","2,017,931","1,631,473","114,258,244","1,354,798"
05/09/2021,19,LTC,28,"7,822,302","1,662",9,"4,612,353","1,126",Admin,28,"1,663",20,"3,154,097",656
05/09/2021,19,US,"603,523","273,552,639","1,987,276","206,652","157,782,348","655,898",Admin,"603,523","1,987,276","426,042","122,364,273","1,403,234"
05/08/2021,18,US,"1,509,555","272,949,116","2,023,724","511,730","157,575,696","672,667",Admin,"1,509,555","2,023,725","1,056,769","121,938,231","1,423,747"
05/08/2021,18,LTC,69,"7,822,274","1,664",30,"4,612,344","1,128",Admin,69,"1,664",36,"3,154,077",656
05/08/2021,18,US,"2,567,872","257,347,205","1,983,391","898,946","151,315,505","725,185",Report,"2,567,872","1,983,391","1,751,851","112,626,771","1,314,888"
05/08/2021,18,LTC,"3,300","7,811,741","1,687","1,794","4,878,220","1,122",Report,"3,300","1,687",0,0,0
05/07/2021,18,US,"2,805,581","254,779,333","2,088,522","954,294","150,416,559","788,853",Report,"2,805,581","2,088,522","1,948,293","110,874,920","1,352,514"
05/07/2021,18,US,"2,448,512","271,439,561","2,061,025","799,099","157,063,966","698,696",Admin,"2,448,512","2,061,025","1,732,325","120,881,462","1,433,264"
05/07/2021,18,LTC,"2,785","7,808,441","1,578","1,722","4,876,426","1,136",Report,"2,785","1,578",0,0,0
05/07/2021,18,LTC,"2,338","7,822,205","1,676","1,447","4,612,314","1,141",Admin,"2,338","1,677","1,137","3,154,041",656
05/06/2021,18,LTC,"3,281","7,819,867","1,607","2,417","4,610,867","1,120",Admin,"3,281","1,607","1,070","3,152,904",576
05/06/2021,18,LTC,"1,639","7,805,656","1,485","1,315","4,874,704","1,089",Report,"1,639","1,485",0,0,0
05/06/2021,18,US,"2,469,894","268,991,049","2,116,929","784,701","156,264,867","742,643",Admin,"2,469,894","2,116,930","1,760,939","119,149,137","1,442,799"
05/06/2021,18,US,"2,406,932","251,973,752","2,087,608","899,374","149,462,265","809,814",Report,"2,406,932","2,087,608","1,580,094","108,926,627","1,322,526"
05/05/2021,18,US,"1,797,771","249,566,820","2,132,487","668,220","148,562,891","838,558",Report,"1,797,771","2,132,487","1,177,945","107,346,533","1,328,873"
05/05/2021,18,US,"2,490,643","266,521,155","2,189,710","820,308","155,480,166","789,618",Admin,"2,490,643","2,189,711","1,753,909","117,388,198","1,466,245"
05/05/2021,18,LTC,"1,332","7,804,017","1,600",964,"4,873,389","1,168",Report,"1,332","1,600",0,0,0
05/05/2021,18,LTC,"2,485","7,816,586","1,507","1,586","4,608,450","1,042",Admin,"2,485","1,508","1,019","3,151,834",546
05/04/2021,18,LTC,172,"7,802,685","1,566",119,"4,872,425","1,126",Report,172,"1,566",0,0,0
05/04/2021,18,US,"988,846","247,769,049","2,194,483","376,937","147,894,671","877,545",Report,"988,846","2,194,483","645,068","106,168,588","1,345,876"
05/04/2021,18,LTC,"2,150","7,814,101","1,539","1,536","4,606,864","1,084",Admin,"2,150","1,539",787,"3,150,815",524
05/04/2021,18,US,"2,467,496","264,030,512","2,265,749","828,594","154,659,858","837,773",Admin,"2,467,496","2,265,750","1,723,480","115,634,289","1,488,858"
05/03/2021,18,US,"1,188,734","246,780,203","2,287,393","470,722","147,517,734","935,439",Report,"1,188,734","2,287,393","748,868","105,523,520","1,376,490"
05/03/2021,18,US,"1,921,311","261,563,016","2,316,669","640,199","153,831,264","878,323",Admin,"1,921,311","2,316,669","1,369,178","113,910,809","1,491,240"
05/03/2021,18,LTC,"1,287","7,811,951","1,621",854,"4,605,328","1,137",Admin,"1,287","1,622",528,"3,150,028",539
05/03/2021,18,LTC,854,"7,802,513","1,560",621,"4,872,306","1,119",Report,854,"1,560",0,0,0
05/02/2021,18,US,"2,127,998","245,591,469","2,418,580","807,804","147,047,012","1,009,790",Report,"2,127,998","2,418,580","1,352,097","104,774,652","1,428,903"
05/02/2021,18,LTC,"1,726","7,801,659","1,453","1,321","4,871,685","1,037",Report,"1,726","1,453",0,0,0
05/02/2021,18,LTC,40,"7,810,664","1,633",26,"4,604,474","1,155",Admin,40,"1,634",15,"3,149,500",519
05/02/2021,18,US,"858,661","259,641,705","2,374,993","324,041","153,191,065","921,289",Admin,"858,661","2,374,993","569,629","112,541,631","1,493,381"
05/01/2021,17,LTC,"2,538","7,799,933","1,551","1,888","4,870,364","1,070",Report,"2,538","1,551",0,0,0
05/01/2021,17,US,"3,303,794","243,463,471","2,546,144","1,344,622","146,239,208","1,084,926",Report,"3,303,794","2,546,144","2,015,237","103,422,555","1,477,787"
05/01/2021,17,LTC,155,"7,810,624","1,638",119,"4,604,448","1,153",Admin,155,"1,639",36,"3,149,485",525
05/01/2021,17,US,"1,770,660","258,783,044","2,391,626","693,931","152,867,024","945,382",Admin,"1,770,660","2,391,626","1,123,388","111,972,002","1,480,757"
04/30/2021,17,US,"2,799,184","240,159,677","2,548,207","1,101,021","144,894,586","1,094,242",Report,"2,799,184","2,548,207","1,738,373","101,407,318","1,461,617"
04/30/2021,17,LTC,"2,134","7,797,395","1,599","1,393","4,868,476","1,058",Report,"2,134","1,599",0,0,0
04/30/2021,17,LTC,"1,853","7,810,469","1,630","1,301","4,604,329","1,140",Admin,"1,853","1,630",582,"3,149,449",529
04/30/2021,17,US,"2,839,843","257,012,384","2,446,933","1,106,725","152,173,093","988,397",Admin,"2,839,843","2,446,933","1,799,073","110,848,614","1,485,206"
04/29/2021,17,US,"2,979,360","254,172,541","2,502,607","1,113,529","151,066,368","1,024,653",Admin,"2,979,360","2,502,607","1,925,064","109,049,541","1,491,794"
04/29/2021,17,LTC,"2,583","7,808,616","1,544","1,871","4,603,028","1,064",Admin,"2,583","1,544",856,"3,148,867",515
04/29/2021,17,US,"2,721,079","237,360,493","2,630,407","1,100,578","143,793,565","1,143,219",Report,"2,721,079","2,630,407","1,624,524","99,668,945","1,489,024"
04/29/2021,17,LTC,"2,447","7,795,261","1,610","1,867","4,867,083","1,092",Report,"2,447","1,610",0,0,0
04/28/2021,17,US,"3,022,918","251,193,181","2,566,590","1,157,390","149,952,839","1,066,888",Admin,"3,022,918","2,566,590","1,912,195","107,124,477","1,501,923"
04/28/2021,17,LTC,"1,089","7,792,814","1,514",671,"4,865,216","1,020",Report,"1,089","1,514",0,0,0
04/28/2021,17,US,"2,231,745","234,639,414","2,669,644","941,130","142,692,987","1,178,199",Report,"2,231,745","2,669,644","1,296,967","98,044,421","1,493,110"
04/28/2021,17,LTC,"2,708","7,806,033","1,517","1,879","4,601,157","1,039",Admin,"2,708","1,518",868,"3,148,011",492
04/27/2021,17,LTC,133,"7,791,725","1,537",73,"4,864,545","1,034",Report,133,"1,537",0,0,0
04/27/2021,17,LTC,"2,727","7,803,325","1,471","1,907","4,599,278","1,000",Admin,"2,727","1,472",889,"3,147,143",477
04/27/2021,17,US,"2,823,931","248,170,263","2,621,565","1,112,444","148,795,449","1,100,944",Admin,"2,823,931","2,621,566","1,740,157","105,212,282","1,512,802"
04/27/2021,17,US,"1,639,215","232,407,669","2,717,062","782,194","141,751,857","1,212,123",Report,"1,639,215","2,717,062","859,366","96,747,454","1,503,421"
04/26/2021,17,LTC,"1,370","7,800,598","1,405",984,"4,597,371",997,Admin,"1,370","1,406",393,"3,146,254",403
04/26/2021,17,LTC,102,"7,791,592","1,549",45,"4,864,472","1,047",Report,102,"1,549",0,0,0
04/26/2021,17,US,"2,329,580","245,346,332","2,673,825","940,960","147,683,005","1,139,793",Admin,"2,329,580","2,673,825","1,384,166","103,472,125","1,518,945"
04/26/2021,17,US,"2,107,046","230,768,454","2,741,021","991,183","140,969,663","1,235,434",Report,"2,107,046","2,741,021","1,115,759","95,888,088","1,503,272"
04/25/2021,17,LTC,74,"7,799,228","1,444",13,"4,596,387","1,021",Admin,74,"1,444",54,"3,145,861",416
04/25/2021,17,US,"975,091","243,016,752","2,701,741","492,695","146,742,045","1,160,708",Admin,"975,091","2,701,742","481,259","102,087,959","1,523,954"
04/25/2021,17,LTC,"2,415","7,791,490","1,745","1,556","4,864,427","1,201",Report,"2,415","1,745",0,0,0
04/25/2021,17,US,"3,020,948","228,661,408","2,750,656","1,333,756","139,978,480","1,247,276",Report,"3,020,948","2,750,656","1,694,289","94,772,329","1,501,274"
04/24/2021,16,US,"2,157,809","242,041,661","2,720,441","995,036","146,249,350","1,167,417",Admin,"2,157,809","2,720,441","1,154,533","101,606,700","1,535,302"
04/24/2021,16,LTC,"2,871","7,789,075","1,700","1,799","4,862,871","1,176",Report,"2,871","1,700",0,0,0
04/24/2021,16,LTC,95,"7,799,154","1,446",27,"4,596,374","1,024",Admin,95,"1,447",67,"3,145,807",417
04/24/2021,16,US,"3,318,230","225,640,460","2,824,078","1,409,835","138,644,724","1,307,221",Report,"3,318,230","2,824,078","1,902,045","93,078,040","1,515,269"
04/23/2021,16,US,"3,374,587","222,322,230","2,862,758","1,443,858","137,234,889","1,355,970",Report,"3,374,587","2,862,758","1,930,219","91,175,995","1,509,453"
04/23/2021,16,LTC,"1,252","7,799,059","1,453",767,"4,596,347","1,029",Admin,"1,252","1,454",482,"3,145,740",419
04/23/2021,16,US,"3,229,561","239,883,852","2,744,329","1,360,520","145,254,314","1,191,804",Admin,"3,229,561","2,744,330","1,845,187","100,452,167","1,534,211"
04/23/2021,16,LTC,"2,214","7,786,204","1,575","1,630","4,861,072","1,088",Report,"2,214","1,575",0,0,0
04/22/2021,16,US,"3,427,240","236,654,291","2,789,078","1,409,171","143,893,794","1,231,925",Admin,"3,427,240","2,789,078","1,995,969","98,606,980","1,538,568"
04/22/2021,16,US,"2,995,734","218,947,643","2,947,229","1,345,436","135,791,031","1,424,023",Report,"2,995,734","2,947,229","1,653,130","89,245,776","1,535,355"
04/22/2021,16,LTC,"2,399","7,797,807","1,583","1,696","4,595,580","1,095",Admin,"2,399","1,583",693,"3,145,258",480
04/22/2021,16,LTC,"1,775","7,783,990","1,727","1,369","4,859,442","1,188",Report,"1,775","1,727",0,0,0
04/21/2021,16,LTC,"2,386","7,795,408","1,660","1,604","4,593,884","1,117",Admin,"2,386","1,660",766,"3,144,565",536
04/21/2021,16,US,"3,407,749","233,227,051","2,821,466","1,395,784","142,484,623","1,279,781",Admin,"3,407,749","2,821,466","1,988,343","96,611,011","1,522,597"
04/21/2021,16,LTC,"1,248","7,782,215","1,636",764,"4,858,073","1,068",Report,"1,248","1,636",0,0,0
04/21/2021,16,US,"2,563,671","215,951,909","3,022,868","1,178,600","134,445,595","1,504,030",Report,"2,563,671","3,022,868","1,369,140","87,592,646","1,558,770"
04/20/2021,16,US,"1,806,929","213,388,238","3,015,065","945,367","133,266,995","1,567,352",Report,"1,806,929","3,015,065","858,326","86,223,506","1,557,317"
04/20/2021,16,LTC,"2,265","7,793,022","1,576","1,891","4,592,280","1,059",Admin,"2,265","1,576",369,"3,143,799",511
04/20/2021,16,US,"3,189,747","229,819,302","2,852,382","1,384,384","141,088,839","1,328,961",Admin,"3,189,747","2,852,382","1,783,163","94,622,668","1,504,545"
04/20/2021,16,LTC,217,"7,780,967","1,951",167,"4,857,309","1,284",Report,217,"1,951",0,0,0
04/19/2021,16,LTC,"1,477","7,780,750","2,015","1,125","4,857,142","1,292",Report,"1,477","2,015",0,0,0
04/19/2021,16,LTC,"1,638","7,790,757","1,593","1,149","4,590,389","1,002",Admin,"1,638","1,593",486,"3,143,430",584
04/19/2021,16,US,"2,174,495","211,581,309","3,127,038","1,074,082","132,321,628","1,639,020",Report,"2,174,495","3,127,038","1,101,772","85,365,180","1,614,156"
04/19/2021,16,US,"2,524,995","226,629,555","2,884,051","1,087,368","139,704,455","1,379,911",Admin,"2,524,995","2,884,052","1,419,229","92,839,505","1,488,084"
04/18/2021,16,US,"3,534,901","209,406,814","3,194,240","1,753,367","131,247,546","1,714,949",Report,"3,534,901","3,194,240","1,792,257","84,263,408","1,661,788"
04/18/2021,16,LTC,"2,096","7,779,273","1,896","1,380","4,856,017","1,164",Report,"2,096","1,896",0,0,0
04/18/2021,16,US,"1,105,988","224,104,560","2,944,493","539,659","138,617,087","1,456,829",Admin,"1,105,988","2,944,493","560,691","91,420,276","1,524,146"
04/18/2021,16,LTC,93,"7,789,119","1,699",35,"4,589,240","1,067",Admin,93,"1,700",56,"3,142,944",693
04/17/2021,15,LTC,"1,995","7,777,177","1,882","1,180","4,854,637","1,128",Report,"1,995","1,882",0,0,0
04/17/2021,15,US,"3,588,990","205,871,913","3,200,601","1,751,083","129,494,179","1,764,471",Report,"3,588,990","3,200,601","1,861,333","82,471,151","1,682,643"
04/17/2021,15,US,"2,325,028","222,998,572","2,983,200","1,165,741","138,077,428","1,498,713",Admin,"2,325,028","2,983,200","1,146,901","90,859,585","1,555,565"
04/17/2021,15,LTC,143,"7,789,026","1,745",60,"4,589,205","1,070",Admin,143,"1,745",82,"3,142,888",737
04/16/2021,15,LTC,"3,283","7,775,182","2,257","2,328","4,853,457","1,372",Report,"3,283","2,257",0,0,0
04/16/2021,15,US,"3,965,883","202,282,923","3,349,306","1,920,228","127,743,096","1,901,008",Report,"3,965,883","3,349,306","2,111,528","80,609,818","1,772,480"
04/16/2021,15,US,"3,542,800","220,673,544","3,055,757","1,641,367","136,911,687","1,577,255",Admin,"3,542,800","3,055,758","1,875,680","89,712,684","1,622,289"
04/16/2021,15,LTC,"2,158","7,788,883","1,769","1,231","4,589,145","1,077",Admin,"2,158","1,769",909,"3,142,806",753
04/15/2021,15,US,"3,653,955","217,130,744","3,154,850","1,744,163","135,270,320","1,689,899",Admin,"3,653,955","3,154,850","1,884,173","87,837,004","1,692,813"
04/15/2021,15,LTC,"2,940","7,786,725","1,945","1,850","4,587,914","1,223",Admin,"2,940","1,946","1,088","3,141,897",901
04/15/2021,15,US,"3,525,204","198,317,040","3,348,189","1,905,483","125,822,868","1,968,037",Report,"3,525,204","3,348,189","1,817,038","78,498,290","1,756,452"
04/15/2021,15,LTC,"1,135","7,771,899","2,492",535,"4,851,129","1,456",Report,"1,135","2,492",0,0,0
04/14/2021,15,LTC,"3,456","7,770,764","2,823","2,271","4,850,594","1,681",Report,"3,456","2,823",0,0,0
04/14/2021,15,US,"3,624,164","213,476,789","3,265,118","1,740,043","133,526,157","1,806,871",Admin,"3,624,164","3,265,119","1,861,979","85,952,831","1,773,976"
04/14/2021,15,LTC,"1,795","7,783,785","2,026","1,197","4,586,064","1,275",Admin,"1,795","2,026",593,"3,140,809","1,048"
04/14/2021,15,US,"2,509,055","194,791,836","3,330,740","1,621,855","123,917,385","1,988,807",Report,"2,509,055","3,330,740","1,358,969","76,681,252","1,751,233"
04/13/2021,15,LTC,663,"7,767,308","2,670",227,"4,848,323","1,510",Report,663,"2,670",0,0,0
04/13/2021,15,US,"3,411,433","209,852,625","3,358,962","1,741,039","131,786,114","1,923,369",Admin,"3,411,433","3,358,963","1,667,937","84,090,852","1,828,925"
04/13/2021,15,LTC,"2,386","7,781,990","2,339","1,493","4,584,867","1,489",Admin,"2,386","2,339",875,"3,140,216","1,248"
04/13/2021,15,US,"2,590,736","192,282,781","3,384,387","1,447,040","122,295,530","1,999,185",Report,"2,590,736","3,384,387","1,256,198","75,322,283","1,757,901"
04/12/2021,15,LTC,"2,384","7,779,604","2,526","1,604","4,583,374","1,591",Admin,"2,384","2,527","1,251","3,139,341","1,449"
04/12/2021,15,US,"2,948,086","206,441,192","3,429,607","1,625,791","130,045,075","2,000,772",Admin,"2,948,086","3,429,607","1,671,664","82,422,915","1,880,147"
04/12/2021,15,LTC,643,"7,766,645","3,325",227,"4,848,096","1,527",Report,643,"3,325",0,0,0
04/12/2021,15,US,"2,644,914","189,692,045","3,214,893","1,605,588","120,848,490","1,904,723",Report,"2,644,914","3,214,893","1,435,193","74,066,085","1,667,717"
04/11/2021,15,LTC,"1,996","7,766,002","3,411","1,126","4,847,869","1,586",Report,"1,996","3,411",0,0,0
04/11/2021,15,LTC,411,"7,777,220","2,580",58,"4,581,770","1,614",Admin,411,"2,581",362,"3,138,090","1,445"
04/11/2021,15,US,"3,579,422","187,047,131","3,141,912","2,100,023","119,242,902","1,861,140",Report,"3,579,422","3,141,912","1,938,247","72,630,892","1,602,050"
04/11/2021,15,US,"1,376,937","203,493,106","3,441,746","832,850","128,419,284","2,015,989",Admin,"1,376,937","3,441,747","780,621","80,751,251","1,861,940"
04/10/2021,14,LTC,"4,620","7,764,006","3,602","2,890","4,846,743","1,688",Report,"4,620","3,602",0,0,0
04/10/2021,14,LTC,309,"7,776,809","2,547",109,"4,581,712","1,618",Admin,309,"2,547",198,"3,137,728","1,407"
04/10/2021,14,US,"4,629,928","183,467,709","3,111,327","2,706,840","117,142,879","1,847,057",Report,"4,629,928","3,111,327","2,490,187","70,692,645","1,547,785"
04/10/2021,14,US,"2,832,930","202,116,169","3,351,567","1,715,534","127,586,434","1,959,294",Admin,"2,832,930","3,351,567","1,613,972","79,970,630","1,801,538"
04/09/2021,14,LTC,"4,930","7,759,386","3,435","2,913","4,843,853","1,522",Report,"4,930","3,435",0,0,0
04/09/2021,14,US,"4,236,448","199,283,239","3,271,122","2,429,875","125,870,900","1,903,603",Admin,"4,236,448","3,271,123","2,369,350","78,356,658","1,731,874"
04/09/2021,14,US,"3,958,065","178,837,781","3,033,045","2,389,428","114,436,039","1,804,468",Report,"3,958,065","3,033,045","1,999,335","68,202,458","1,459,667"
04/09/2021,14,LTC,"3,395","7,776,500","2,607","2,251","4,581,603","1,636",Admin,"3,395","2,607","1,945","3,137,530","1,448"
04/08/2021,14,US,"4,425,832","195,046,791","3,178,450","2,562,967","123,441,025","1,850,703",Admin,"4,425,832","3,178,450","2,452,312","75,987,308","1,643,936"
