Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average
02/19/2021,7,LTC,"107,192","6,289,188","111,629","37,880","4,346,608","46,384",Report,"107,192","111,629",0,0,0
02/19/2021,7,US,"1,847,276","59,585,043","1,596,355","956,352","41,977,401","877,507",Report,"1,847,276","1,596,355",0,0,0
02/19/2021,7,US,"1,934,714","69,550,871","1,494,105","834,194","47,120,725","743,636",Admin,"1,934,714","1,494,105","1,068,170","21,412,501","724,937"
02/18/2021,7,US,"1,820,884","67,616,157","1,580,673","833,509","46,286,531","820,857",Admin,"1,820,884","1,580,674","954,337","20,344,331","734,149"
02/18/2021,7,LTC,"111,655","6,181,996","119,032","42,192","4,308,728","49,704",Report,"111,655","119,032",0,0,0
02/18/2021,7,US,"1,455,940","57,737,767","1,621,071","753,040","41,021,049","899,584",Report,"1,455,940","1,621,071",0,0,0
02/18/2021,7,LTC,"111,732","6,494,593","108,580","35,688","4,179,493","42,274",Admin,"111,732","108,581","74,436","2,265,343","65,266"
02/17/2021,7,US,"1,061,463","56,281,827","1,644,551","597,458","40,268,009","926,375",Report,"1,061,463","1,644,551",0,0,0
02/17/2021,7,LTC,"117,997","6,382,861","115,476","39,017","4,143,805","45,670",Admin,"117,997","115,477","77,575","2,190,907","68,802"
02/17/2021,7,US,"1,930,374","65,795,273","1,658,473","928,795","45,453,022","883,269",Admin,"1,930,374","1,658,474","974,613","19,389,994","750,227"
02/17/2021,7,LTC,"101,799","6,070,341","127,692","38,163","4,266,536","54,519",Report,"101,799","127,692",0,0,0
02/16/2021,7,LTC,"113,450","6,264,864","121,846","38,781","4,104,788","48,415",Admin,"113,450","121,846","73,662","2,113,332","72,340"
02/16/2021,7,US,"959,794","55,220,364","1,716,311","557,806","39,670,551","971,905",Report,"959,794","1,716,311",0,0,0
02/16/2021,7,LTC,"54,452","5,968,542","136,188","23,945","4,228,373","59,762",Report,"54,452","136,188",0,0,0
02/16/2021,7,US,"1,592,333","63,864,899","1,705,230","794,526","44,524,227","924,711",Admin,"1,592,333","1,705,230","772,278","18,415,381","755,760"
02/15/2021,7,LTC,"91,219","5,914,090","138,230","44,195","4,204,428","60,876",Report,"91,219","138,230",0,0,0
02/15/2021,7,LTC,"105,945","6,151,414","129,859","36,542","4,066,007","52,863",Admin,"105,945","129,860","68,614","2,039,670","75,822"
02/15/2021,7,US,"1,376,214","54,260,570","1,691,850","820,475","39,112,745","967,514",Report,"1,376,214","1,691,850",0,0,0
02/15/2021,7,US,"1,147,178","62,272,566","1,753,982","608,428","43,729,701","959,174",Admin,"1,147,178","1,753,982","514,887","17,643,103","770,087"
02/14/2021,7,US,"579,014","61,125,388","1,810,384","341,896","43,121,273","991,205",Admin,"579,014","1,810,384","224,838","17,128,216","794,337"
02/14/2021,7,LTC,"155,780","5,822,871","140,532","75,243","4,160,233","63,087",Report,"155,780","140,532",0,0,0
02/14/2021,7,LTC,"53,855","6,045,469","137,858","24,335","4,029,465","57,394",Admin,"53,855","137,859","28,698","1,971,056","79,189"
02/14/2021,7,US,"2,242,472","52,884,356","1,667,631","1,236,148","38,292,270","959,024",Report,"2,242,472","1,667,631",0,0,0
02/13/2021,6,US,"2,231,326","50,641,884","1,657,703","1,221,267","37,056,122","972,165",Report,"2,231,326","1,657,703",0,0,0
02/13/2021,6,US,"1,454,240","60,546,374","1,790,975","864,106","42,779,377","982,353",Admin,"1,454,240","1,790,976","565,437","16,903,378","784,152"
02/13/2021,6,LTC,"85,415","5,991,614","139,527","40,282","4,005,130","58,109",Admin,"85,415","139,527","44,613","1,942,358","80,178"
02/13/2021,6,LTC,"159,306","5,667,091","148,304","63,068","4,084,990","68,425",Report,"159,306","148,304",0,0,0
02/12/2021,6,US,"2,540,692","59,092,134","1,766,569","1,374,741","41,915,271","980,618",Admin,"2,540,692","1,766,569","1,132,659","16,337,941","762,358"
02/12/2021,6,LTC,"171,670","5,906,199","143,200","81,272","3,964,848","60,727",Admin,"171,670","143,200","89,268","1,897,745","81,190"
02/12/2021,6,LTC,"159,010","5,507,785","155,450","61,122","4,021,922","74,214",Report,"159,010","155,450",0,0,0
02/12/2021,6,US,"2,020,288","48,410,558","1,655,907","1,110,891","35,834,855","989,337",Report,"2,020,288","1,655,907",0,0,0
02/11/2021,6,LTC,"160,005","5,734,529","148,483","59,464","3,883,576","64,279",Admin,"160,005","148,484","99,189","1,808,477","82,854"
02/11/2021,6,LTC,"172,276","5,348,775","162,678","75,900","3,960,800","80,568",Report,"172,276","162,678",0,0,0
02/11/2021,6,US,"2,365,484","56,551,442","1,733,166","1,270,389","40,540,530","976,787",Admin,"2,365,484","1,733,167","1,066,882","15,205,282","733,622"
02/11/2021,6,US,"1,620,300","46,390,270","1,598,080","940,580","34,723,964","974,110",Report,"1,620,300","1,598,080",0,0,0
02/10/2021,6,LTC,"162,582","5,574,524","154,780","58,226","3,824,112","69,515",Admin,"162,582","154,780","102,337","1,709,288","83,980"
02/10/2021,6,US,"1,563,780","44,769,970","1,555,959","916,171","33,783,384","946,918",Report,"1,563,780","1,555,959",0,0,0
02/10/2021,6,LTC,"161,275","5,176,499","164,870","74,861","3,884,900","83,564",Report,"161,275","164,870",0,0,0
02/10/2021,6,US,"2,257,672","54,185,958","1,724,254","1,218,890","39,270,141","993,215",Admin,"2,257,672","1,724,255","1,013,344","14,138,400","708,103"
02/09/2021,6,US,"1,933,594","51,928,286","1,702,065","1,035,765","38,051,251","998,776",Admin,"1,933,594","1,702,066","872,563","13,125,056","679,634"
02/09/2021,6,LTC,"169,545","5,411,942","160,118","69,921","3,765,886","74,437",Admin,"169,545","160,118","98,039","1,606,951","84,413"
02/09/2021,6,US,"788,573","43,206,190","1,489,333","527,067","32,867,213","918,054",Report,"788,573","1,489,333",0,0,0
02/09/2021,6,LTC,"68,741","5,015,224","166,252","31,741","3,810,039","85,788",Report,"68,741","166,252",0,0,0
02/08/2021,6,US,"1,541,992","49,994,692","1,661,694","832,651","37,015,486","987,205",Admin,"1,541,992","1,661,695","684,639","12,252,493","651,672"
02/08/2021,6,US,"1,206,680","42,417,617","1,456,459","761,046","32,340,146","902,428",Report,"1,206,680","1,456,459",0,0,0
02/08/2021,6,LTC,"107,339","4,946,483","171,101","59,672","3,778,298","91,183",Report,"107,339","171,101",0,0,0
02/08/2021,6,LTC,"161,940","5,242,397","162,828","68,259","3,695,965","76,705",Admin,"161,940","162,828","92,183","1,508,912","84,856"
02/07/2021,6,LTC,"65,534","5,080,457","164,608","29,338","3,627,706","78,378",Admin,"65,534","164,608","35,619","1,416,729","85,038"
02/07/2021,6,LTC,"210,182","4,839,144","165,061","112,609","3,718,626","87,974",Report,"210,182","165,061",0,0,0
02/07/2021,6,US,"2,172,973","41,210,937","1,441,091","1,328,136","31,579,100","911,137",Report,"2,172,973","1,441,091",0,0,0
02/07/2021,6,US,"443,155","48,452,700","1,628,634","279,931","36,182,835","974,216",Admin,"443,155","1,628,634","153,546","11,567,854","631,670"
02/06/2021,5,LTC,"209,329","4,628,962","160,504","103,594","3,606,017","88,337",Report,"209,329","160,504",0,0,0
02/06/2021,5,US,"1,283,394","48,009,545","1,630,330","851,960","35,902,904","980,495",Admin,"1,283,394","1,630,330","412,873","11,414,308","627,306"
02/06/2021,5,US,"2,218,752","39,037,964","1,351,437","1,341,467","30,250,964","883,828",Report,"2,218,752","1,351,437",0,0,0
02/06/2021,5,LTC,"111,126","5,014,923","164,891","58,609","3,598,368","79,831",Admin,"111,126","164,892","51,696","1,381,110","83,902"
02/05/2021,5,US,"2,306,876","46,726,151","1,591,008","1,347,920","35,050,944","967,153",Admin,"2,306,876","1,591,009","931,512","11,001,435","601,971"
02/05/2021,5,US,"1,615,502","36,819,212","1,276,364","1,004,300","28,909,497","864,454",Report,"1,615,502","1,276,364",0,0,0
02/05/2021,5,LTC,"208,653","4,903,797","162,792","106,134","3,539,759","79,679",Admin,"208,653","162,792","100,919","1,329,414","82,007"
02/05/2021,5,LTC,"209,606","4,419,633","157,910","105,602","3,502,423","90,707",Report,"209,606","157,910",0,0,0
02/04/2021,5,US,"2,303,100","44,419,275","1,529,074","1,385,387","33,703,024","968,344",Admin,"2,303,100","1,529,074","888,249","10,069,923","537,522"
02/04/2021,5,US,"1,325,456","35,203,710","1,287,147","750,241","27,905,197","886,656",Report,"1,325,456","1,287,147",0,0,0
02/04/2021,5,LTC,"204,080","4,695,144","158,402","96,116","3,433,625","79,963",Admin,"204,080","158,403","107,067","1,228,495","77,483"
02/04/2021,5,LTC,"187,620","4,210,027","158,270","96,868","3,396,821","95,906",Report,"187,620","158,270",0,0,0
02/03/2021,5,LTC,"170,947","4,022,407","159,652","90,430","3,299,953","100,897",Report,"170,947","159,652",0,0,0
02/03/2021,5,LTC,"199,948","4,491,064","156,508","92,685","3,337,509","82,326",Admin,"199,948","156,508","105,374","1,121,428","73,246"
02/03/2021,5,US,"2,102,348","42,116,175","1,475,376","1,257,817","32,317,637","965,059",Admin,"2,102,348","1,475,377","814,062","9,181,674","487,867"
02/03/2021,5,US,"1,097,394","33,878,254","1,317,946","714,120","27,154,956","923,855",Report,"1,097,394","1,317,946",0,0,0
02/02/2021,5,US,"558,458","32,780,860","1,319,981","417,683","26,440,836","934,086",Report,"558,458","1,319,981",0,0,0
02/02/2021,5,LTC,"102,681","3,851,460","160,804","69,507","3,209,523","105,639",Report,"102,681","160,804",0,0,0
02/02/2021,5,LTC,"188,515","4,291,116","158,251","85,794","3,244,824","86,216",Admin,"188,515","158,252","101,139","1,016,054","71,260"
02/02/2021,5,US,"1,650,998","40,013,827","1,446,150","954,771","31,059,820","962,839",Admin,"1,650,998","1,446,151","676,829","8,367,612","461,773"
02/01/2021,5,LTC,"65,061","3,748,779","147,756","37,205","3,140,016","97,254",Report,"65,061","147,756",0,0,0
02/01/2021,5,US,"1,310,567","38,362,829","1,443,978","741,725","30,105,049","976,084",Admin,"1,310,567","1,443,978","544,620","7,690,783","446,034"
02/01/2021,5,US,"1,099,103","32,222,402","1,355,451","822,010","26,023,153","967,268",Report,"1,099,103","1,355,451",0,0,0
02/01/2021,5,LTC,"174,403","4,102,601","160,629","79,970","3,159,030","90,174",Admin,"174,403","160,630","93,456","914,915","69,773"
01/31/2021,5,US,"455,029","37,052,262","1,447,916","323,888","29,363,324","991,254",Admin,"455,029","1,447,916","123,001","7,146,163","435,762"
01/31/2021,5,LTC,"178,287","3,683,718","159,529","115,155","3,102,811","106,459",Report,"178,287","159,529",0,0,0
01/31/2021,5,LTC,"67,516","3,928,198","162,140","39,507","3,079,060","94,137",Admin,"67,516","162,140","27,666","821,459","67,292"
01/31/2021,5,US,"1,545,397","31,123,299","1,324,949","1,136,978","25,201,143","957,002",Report,"1,545,397","1,324,949",0,0,0
01/30/2021,4,US,"1,008,143","36,597,233","1,438,786","758,560","29,039,436","987,783",Admin,"1,008,143","1,438,787","235,525","7,023,162","430,433"
01/30/2021,4,US,"1,693,241","29,577,902","1,291,416","1,205,847","24,064,165","953,403",Report,"1,693,241","1,291,416",0,0,0
01/30/2021,4,LTC,"191,165","3,505,431","152,537","120,182","2,987,656","107,526",Report,"191,165","152,537",0,0,0
01/30/2021,4,LTC,"96,431","3,860,682","161,546","57,548","3,039,553","94,280",Admin,"96,431","161,546","38,432","793,793","66,553"
01/29/2021,4,US,"1,690,979","27,884,661","1,253,815","1,159,712","22,858,318","945,032",Report,"1,690,979","1,253,815",0,0,0
01/29/2021,4,LTC,"177,926","3,764,251","161,566","108,120","2,982,005","94,920",Admin,"177,926","161,567","69,250","755,361","65,919"
01/29/2021,4,US,"1,873,334","35,589,090","1,422,983","1,356,262","28,280,876","984,981",Admin,"1,873,334","1,422,983","480,370","6,787,637","417,646"
01/29/2021,4,LTC,"212,132","3,314,266","146,426","141,997","2,867,474","109,768",Report,"212,132","146,426",0,0,0
01/28/2021,4,LTC,"190,820","3,586,325","154,306","112,660","2,873,885","96,337",Admin,"190,820","154,307","77,406","686,111","57,233"
01/28/2021,4,LTC,"197,294","3,102,134","144,708","131,802","2,725,477","111,244",Report,"197,294","144,708",0,0,0
01/28/2021,4,US,"1,541,048","26,193,682","1,235,330","1,010,636","21,698,606","949,336",Report,"1,541,048","1,235,330",0,0,0
01/28/2021,4,US,"1,927,218","33,715,756","1,384,072","1,362,390","26,924,614","988,334",Admin,"1,927,218","1,384,072","540,667","6,307,267","378,002"
01/27/2021,4,LTC,"212,151","3,395,505","147,666","119,914","2,761,225","97,868",Admin,"212,151","147,666","91,476","608,705","49,071"
01/27/2021,4,LTC,"179,010","2,904,840","142,369","123,626","2,593,675","111,866",Report,"179,010","142,369",0,0,0
01/27/2021,4,US,"1,897,767","31,788,538","1,339,244","1,242,275","25,562,224","983,416",Admin,"1,897,767","1,339,244","631,401","5,766,600","338,685"
01/27/2021,4,US,"1,111,640","24,652,634","1,161,050","785,733","20,687,970","916,790",Report,"1,111,640","1,161,050",0,0,0
01/26/2021,4,LTC,"11,343","2,725,830","126,181","10,809","2,470,049","102,575",Report,"11,343","126,181",0,0,0
01/26/2021,4,US,"1,635,790","29,890,771","1,296,300","1,047,486","24,319,949","972,486",Admin,"1,635,790","1,296,300","566,658","5,135,199","307,490"
01/26/2021,4,US,"806,751","23,540,994","1,065,290","649,958","19,902,237","858,813",Report,"806,751","1,065,290",0,0,0
01/26/2021,4,LTC,"205,161","3,183,354","144,666","113,497","2,641,311","98,493",Admin,"205,161","144,666","90,728","517,229","45,440"
01/25/2021,4,US,"885,588","22,734,243","1,038,776","750,148","19,252,279","840,280",Report,"885,588","1,038,776",0,0,0
01/25/2021,4,US,"1,338,131","28,254,981","1,251,574","847,919","23,272,463","960,366",Admin,"1,338,131","1,251,575","472,715","4,568,541","275,831"
01/25/2021,4,LTC,"147,469","2,714,487","139,926","101,642","2,459,240","112,390",Report,"147,469","139,926",0,0,0
01/25/2021,4,LTC,"184,976","2,978,193","141,148","107,713","2,527,814","98,916",Admin,"184,976","141,148","76,092","426,501","41,508"
01/24/2021,4,LTC,"63,360","2,793,217","139,089","40,508","2,420,101","99,889",Admin,"63,360","139,089","22,487","350,409","38,544"
01/24/2021,4,US,"1,310,665","21,848,655","990,557","1,111,786","18,502,131","803,168",Report,"1,310,665","990,557",0,0,0
01/24/2021,4,US,"391,125","26,916,850","1,183,653","299,588","22,424,544","929,313",Admin,"391,125","1,183,654","85,696","4,095,826","240,121"
01/24/2021,4,LTC,"129,348","2,567,018","124,811","122,624","2,357,598","103,034",Report,"129,348","124,811",0,0,0
01/23/2021,3,US,"1,430,031","20,537,990","925,620","1,147,252","17,390,345","752,485",Report,"1,430,031","925,620",0,0,0
01/23/2021,3,LTC,"96,574","2,729,857","137,056","62,026","2,379,593","100,078",Admin,"96,574","137,057","33,998","327,922","36,335"
01/23/2021,3,US,"897,518","26,525,725","1,170,435","738,946","22,124,956","922,925",Admin,"897,518","1,170,436","146,018","4,010,130","233,717"
01/23/2021,3,LTC,"148,386","2,437,670","119,692","135,878","2,234,974","97,810",Report,"148,386","119,692",0,0,0
01/22/2021,3,US,"1,561,585","19,107,959","884,336","1,189,836","16,243,093","730,560",Report,"1,561,585","884,336",0,0,0
01/22/2021,3,LTC,"127,104","2,633,283","132,462","118,038","2,317,567","99,134",Admin,"127,104","132,462","8,448","293,924","32,665"
01/22/2021,3,LTC,"200,103","2,289,284","118,975","152,330","2,099,096","98,420",Report,"200,103","118,975",0,0,0
01/22/2021,3,US,"1,600,957","25,628,207","1,134,017","1,379,737","21,386,010","898,150",Admin,"1,600,957","1,134,017","202,862","3,864,112","222,840"
01/21/2021,3,US,"1,021,093","17,546,374","797,857","782,816","15,053,257","670,675",Report,"1,021,093","797,857",0,0,0
01/21/2021,3,US,"1,613,422","24,027,250","1,082,264","1,327,962","20,006,273","859,337",Admin,"1,613,422","1,082,264","265,449","3,661,250","210,572"
01/21/2021,3,LTC,"144,339","2,506,179","130,447","123,379","2,199,529","97,889",Admin,"144,339","130,447","20,269","285,476","31,828"
01/21/2021,3,LTC,"180,925","2,089,181","111,067","136,152","1,946,766","96,864",Report,"180,925","111,067",0,0,0
01/20/2021,3,US,"1,597,158","22,413,828","1,036,148","1,165,766","18,678,311","832,745",Admin,"1,597,158","1,036,148","413,038","3,395,801","191,506"
01/20/2021,3,US,"441,318","16,525,281","808,253","379,892","14,270,441","675,158",Report,"441,318","808,253",0,0,0
01/20/2021,3,LTC,"65,693","1,908,256","106,202","58,593","1,810,614","96,068",Report,"65,693","106,202",0,0,0
01/20/2021,3,LTC,"191,151","2,361,840","130,045","124,287","2,076,150","99,578",Admin,"191,151","130,045","66,064","265,207","29,744"
01/19/2021,3,US,"1,322,711","20,816,670","993,632","962,645","17,512,545","811,212",Admin,"1,322,711","993,633","345,045","2,982,763","170,641"
01/19/2021,3,LTC,"180,533","2,170,689","125,584","116,462","1,951,863","101,587",Admin,"180,533","125,584","63,202","199,143","23,262"
01/19/2021,3,LTC,"107,561","1,842,563","115,686","79,508","1,752,021","104,826",Report,"107,561","115,686",0,0,0
01/19/2021,3,US,"621,154","16,083,963","886,277","520,231","13,890,549","724,683",Report,"621,154","886,277",0,0,0
01/18/2021,3,LTC,"170,565","1,990,156","122,146","114,521","1,835,401","104,587",Admin,"170,565","122,147","55,344","135,941","16,801"
01/18/2021,3,US,"548,050","15,462,809","871,378","490,360","13,370,318","703,883",Report,"548,050","871,378",0,0,0
01/18/2021,3,US,"862,686","19,493,959","980,307","630,547","16,549,900","802,339",Admin,"862,686","980,307","222,741","2,637,718","165,664"
01/18/2021,3,LTC,"41,663","1,735,002","113,998","36,153","1,672,513","105,861",Report,"41,663","113,998",0,0,0
01/17/2021,3,LTC,"49,130","1,819,591","118,272","41,833","1,720,880","106,544",Admin,"49,130","118,273","7,025","80,597","10,932"
01/17/2021,3,LTC,"93,513","1,693,339","114,362","86,058","1,636,360","106,973",Report,"93,513","114,362",0,0,0
01/17/2021,3,US,"298,598","18,631,273","1,006,724","254,870","15,919,353","813,966",Admin,"298,598","1,006,724","40,872","2,414,977","179,218"
01/17/2021,3,US,"856,109","14,914,759","853,005","757,006","12,879,958","669,350",Report,"856,109","853,005",0,0,0
01/16/2021,2,LTC,"64,413","1,770,461","116,330","55,416","1,679,047","105,556",Admin,"64,413","116,331","8,305","73,572","9,988"
01/16/2021,2,US,"642,587","18,332,675","999,064","565,521","15,664,483","802,220",Admin,"642,587","999,064","69,873","2,374,105","183,111"
01/16/2021,2,LTC,"143,368","1,599,826","112,867","140,148","1,550,302","106,469",Report,"143,368","112,867",0,0,0
01/16/2021,2,US,"1,141,043","14,058,650","834,574","993,781","12,122,952","636,539",Report,"1,141,043","834,574",0,0,0
01/15/2021,2,LTC,"144,749","1,456,458","109,030","141,433","1,410,154","102,974",Report,"144,749","109,030",0,0,0
01/15/2021,2,US,"956,233","12,917,607","784,495","770,640","11,129,171","582,705",Report,"956,233","784,495",0,0,0
01/15/2021,2,US,"1,238,687","17,690,088","978,526","1,108,046","15,098,962","773,596",Admin,"1,238,687","978,526","116,990","2,304,232","191,140"
01/15/2021,2,LTC,"113,000","1,706,048","114,354","109,326","1,623,631","104,711",Admin,"113,000","114,355","2,587","65,267","8,873"
01/14/2021,2,LTC,"146,869","1,311,709","101,199","130,582","1,268,721","95,593",Report,"146,869","101,199",0,0,0
01/14/2021,2,LTC,"141,526","1,593,048","114,492","135,200","1,514,305","105,034",Admin,"141,526","114,492","5,685","62,680","8,717"
01/14/2021,2,US,"1,093,867","11,961,374","772,242","814,196","10,358,531","573,564",Report,"1,093,867","772,242",0,0,0
01/14/2021,2,US,"1,290,612","16,451,401","974,195","1,141,821","13,990,916","733,951",Admin,"1,290,612","974,195","131,987","2,187,242","225,397"
01/13/2021,2,LTC,"132,076","1,164,840","93,315","119,902","1,138,139","90,006",Report,"132,076","93,315",0,0,0
01/13/2021,2,US,"987,485","10,867,507","720,361","726,567","9,544,335","547,470",Report,"987,485","720,361",0,0,0
01/13/2021,2,LTC,"159,921","1,451,522","111,873","138,351","1,379,105","103,127",Admin,"159,921","111,874","20,687","56,995","7,977"
01/13/2021,2,US,"1,299,548","15,160,789","953,167","1,015,034","12,849,095","692,241",Admin,"1,299,548","953,167","266,979","2,055,255","245,742"
01/12/2021,2,US,"1,229,433","13,861,241","910,817","900,536","11,834,061","664,264",Admin,"1,229,433","910,817","310,206","1,788,276","231,799"
01/12/2021,2,US,"516,858","9,880,022","665,014","374,631","8,817,768","521,793",Report,"516,858","665,014",0,0,0
01/12/2021,2,LTC,"95,748","1,032,764","86,243","86,753","1,018,237","84,658",Report,"95,748","86,243",0,0,0
01/12/2021,2,LTC,"156,473","1,291,601","102,586","137,461","1,240,754","96,780",Admin,"156,473","102,586","17,978","36,308","5,052"
01/11/2021,2,US,"419,440","9,363,164","639,336","248,626","8,443,137","513,612",Report,"419,440","639,336",0,0,0
01/11/2021,2,US,"1,047,604","12,631,808","851,059","711,935","10,933,525","637,775",Admin,"1,047,604","851,059","317,619","1,478,070","199,791"
01/11/2021,2,LTC,"143,446","1,135,128","94,077","128,224","1,103,293","90,889",Admin,"143,446","94,077","14,263","18,330","2,505"
01/11/2021,2,LTC,"44,212","937,016","81,700","43,932","931,484","81,382",Report,"44,212","81,700",0,0,0
01/10/2021,2,US,"727,095","8,943,724","613,626","527,332","8,194,511","511,174",Report,"727,095","613,626",0,0,0
01/10/2021,2,US,"244,979","11,584,204","792,860","172,645","10,221,590","619,610",Admin,"244,979","792,861","68,127","1,160,451","160,723"
01/10/2021,2,LTC,"35,535","991,682","85,856","34,913","975,069","84,704",Admin,"35,535","85,856",414,"4,067",477
01/10/2021,2,LTC,"83,044","892,804","80,301","82,530","887,552","80,013",Report,"83,044","80,301",0,0,0
01/09/2021,1,US,"790,484","8,216,629","536,224","616,941","7,667,179","462,218",Report,"790,484","536,224",0,0,0
01/09/2021,1,LTC,"50,583","956,147","85,431","49,499","940,156","84,266",Admin,"50,583","85,431",502,"3,653",427
01/09/2021,1,US,"498,822","11,339,225","777,005","365,155","10,048,945","613,143",Admin,"498,822","777,006","126,075","1,092,324","151,312"
01/09/2021,1,LTC,"116,514","809,760","75,289","115,683","805,022","75,060",Report,"116,514","75,289",0,0,0
01/08/2021,1,LTC,"89,933","693,246","61,054","89,766","689,339","60,933",Report,"89,933","61,054",0,0,0
01/08/2021,1,LTC,"113,961","905,564","84,851","111,590","890,657","83,734",Admin,"113,961","84,851","1,495","3,151",363
01/08/2021,1,US,"870,465","7,426,145","464,784","706,655","7,050,238","415,323",Report,"870,465","464,784",0,0,0
01/08/2021,1,US,"1,208,367","10,840,403","742,247","830,529","9,683,790","596,437",Admin,"1,208,367","742,248","356,791","966,249","133,670"
01/07/2021,1,US,"730,700","6,555,680","402,507","631,535","6,343,583","376,079",Report,"730,700","402,507",0,0,0
01/07/2021,1,US,"1,143,416","9,632,036","578,133","849,851","8,853,261","485,798",Admin,"1,143,416","578,133","274,403","609,458","83,143"
01/07/2021,1,LTC,"123,197","791,603","68,804","121,850","779,067","68,025",Admin,"123,197","68,804",502,"1,656",150
01/07/2021,1,LTC,"91,678","603,313","52,402","91,477","599,573","52,284",Report,"91,678","52,402",0,0,0
01/06/2021,1,US,"600,055","5,824,980","380,018","546,829","5,712,048","366,991",Report,"600,055","380,018",0,0,0
01/06/2021,1,LTC,"82,569","511,635","49,212","82,464","508,096","49,108",Report,"82,569","49,212",0,0,0
01/06/2021,1,US,"1,003,100","8,488,620","473,984","819,196","8,003,410","422,486",Admin,"1,003,100","473,984","169,374","335,055","44,287"
01/06/2021,1,LTC,"94,909","668,406","53,517","93,926","657,217","52,920",Admin,"94,909","53,517",211,"1,154",88
01/05/2021,1,US,"811,125","7,485,520","449,052","715,111","7,184,214","421,354",Admin,"811,125","449,053","86,149","165,681","20,999"
01/05/2021,1,US,"337,114","5,224,925","357,375","317,365","5,165,219","351,263",Report,"337,114","357,375",0,0,0
01/05/2021,1,LTC,"96,910","573,497","51,049","96,221","563,291","50,424",Admin,"96,910","51,049",153,943,95
01/05/2021,1,LTC,"63,949","429,066","46,670","63,821","425,632","46,558",Report,"63,949","46,670",0,0,0
01/04/2021,1,US,"640,215","6,674,395","434,641","584,785","6,469,103","418,146",Admin,"640,215","434,642","44,146","79,532","9,275"
01/04/2021,1,US,"239,472","4,887,811","354,169","231,562","4,847,854","350,596",Report,"239,472","354,169",0,0,0
01/04/2021,1,LTC,"34,417","365,117","42,581","34,353","361,811","42,478",Report,"34,417","42,581",0,0,0
01/04/2021,1,LTC,"85,898","476,587","48,579","84,931","467,070","47,851",Admin,"85,898","48,580",66,790,97
01/03/2021,1,LTC,"47,960","330,700","38,679","47,853","327,458","38,584",Report,"47,960","38,679",0,0,0
01/03/2021,1,US,"133,994","6,034,180","426,368","127,375","5,884,318","416,113",Admin,"133,994","426,368","2,251","35,386","3,350"
01/03/2021,1,US,"185,279","4,648,339","342,276","184,638","4,616,292","339,769",Report,"185,279","342,276",0,0,0
01/03/2021,1,LTC,"32,561","390,689","44,871","31,844","382,139","44,148",Admin,"32,561","44,871",61,724,92
01/02/2021,53,LTC,"16,871","282,740","32,938","16,795","279,605","32,857",Report,"16,871","32,938",0,0,0
01/02/2021,53,LTC,"46,522","358,128","41,498","45,776","350,295","40,857",Admin,"46,522","41,498",55,663,86
01/02/2021,53,US,"255,517","5,900,186","420,675","248,212","5,756,943","411,067",Admin,"255,517","420,676","2,577","33,135","3,094"
01/02/2021,53,US,"290,402","4,463,060","324,664","288,674","4,431,654","322,214",Report,"290,402","324,664",0,0,0
01/01/2021,53,US,"434,528","4,172,658","305,532","431,950","4,142,980","303,194",Report,"434,528","305,532",0,0,0
01/01/2021,53,LTC,"29,372","265,869","31,127","29,228","262,810","30,727",Report,"29,372","31,127",0,0,0
01/01/2021,53,US,"59,564","5,644,669","404,030","56,054","5,508,731","395,142",Admin,"59,564","404,031","3,102","30,558","2,790"
01/01/2021,53,LTC,"1,632","311,606","36,190","1,628","304,519","35,638",Admin,"1,632","36,191",4,608,80
12/31/2020,53,US,"414,376","5,585,105","397,284","406,670","5,452,677","388,882",Admin,"414,376","397,285","2,416","27,456","2,357"
12/31/2020,53,LTC,"69,348","236,497","27,511","69,243","233,582","27,106",Report,"69,348","27,511",0,0,0
12/31/2020,53,US,"573,278","3,738,130","291,477","567,919","3,711,030","289,315",Report,"573,278","291,477",0,0,0
12/31/2020,53,LTC,"16,189","309,974","35,973","16,112","302,891","35,422",Admin,"16,189","35,974",70,604,80
12/30/2020,53,US,"828,578","5,170,729","365,904","811,272","5,046,007","357,873",Admin,"828,578","365,904","6,352","25,040","2,135"
12/30/2020,53,LTC,"77,631","293,785","33,963","76,457","286,779","33,420",Admin,"77,631","33,963",259,534,73
12/30/2020,53,US,"441,549","3,164,852","257,928","436,733","3,143,111","256,318",Report,"441,549","257,928",0,0,0
12/30/2020,53,LTC,"64,771","167,149","20,609","64,611","164,339","20,214",Report,"64,771","20,609",0,0,0
12/29/2020,53,US,"710,249","4,342,151","328,847","692,654","4,234,735","321,725",Admin,"710,249","328,848","4,085","18,688","1,490"
12/29/2020,53,LTC,"79,624","216,154","26,125","78,212","210,322","25,377",Admin,"79,624","26,126",166,275,38
12/29/2020,53,LTC,"35,331","102,378","14,436","35,266","99,728","14,057",Report,"35,331","14,436",0,0,0
12/29/2020,53,US,"314,677","2,723,303","247,446","312,695","2,706,378","245,907",Report,"314,677","247,446",0,0,0
